"code","label","level"
"02 31 23","Electromagnetic Investigations",4
"02 31 26","Electrical Resistivity Investigations",4
"02 31 29","Magnetotelluric Investigations",4
"02 32 00","Geotechnical Investigations",3
"02 32 13","Subsurface Drilling and Sampling",4
"02 32 16","Material Testing",4
"02 32 19","Exploratory Excavations",4
"02 32 23","Geotechnical Monitoring Before Construction",4
"02 32 23.13","Groundwater Monitoring Before Construction",5
"02 40 00","Demolition and Structure Moving",2
"02 41 00","Demolition",3
"02 41 13","Selective Site Demolition",4
"02 41 13.13","Paving Removal",5
"02 41 13.23","Utility Line Removal",5
"02 41 13.33","Railtrack Removal",5
"02 41 16","Structure Demolition",4
"02 41 16.13","Building Demolition",5
"02 41 16.23","Tower Demolition",5
"02 41 16.33","Bridge Demolition",5
"02 41 16.43","Dam Demolition",5
"02 41 19","Selective Demolition",4
"02 41 19.13","Selective Building Demolition",5
"02 41 19.16","Selective Interior Demolition",5
"02 41 19.19","Selective Facility Services Demolition",5
"02 41 19.33","Selective Bridge Demolition",5
"02 42 00","Removal and Salvage of Construction Materials",3
"02 42 13","Deconstruction of Structures",4
"02 42 13.13","Deconstruction of Buildings",5
"02 43 00","Structure Moving",3
"02 43 13","Structure Relocation",4
"02 43 13.13","Building Relocation",5
"02 43 16","Structure Raising",4
"02 43 16.13","Building Raising",5
"02 50 00","Site Remediation",2
"02 51 00","Physical Decontamination",3
"02 51 13","Coagulation and Flocculation Decontamination",4
"02 51 16","Reverse-Osmosis Decontamination",4
"02 51 19","Solidification and Stabilization Decontamination",4
"02 51 23","Mechanical Filtration Decontamination",4
"02 51 26","Radioactive Decontamination",4
"02 51 29","Surface Cleaning Decontamination",4
"02 51 29.13","High-Pressure Water Cleaning Decontamination",5
"02 51 29.16","Vacuum Sweeping Cleaning Decontamination",5
"02 51 33","Surface Removal Decontamination",4
"02 51 33.13","Surface Removal Decontamination by Grinding",5
"02 51 33.16","Surface Removal Decontamination by Sand Blasting",5
"02 51 33.19","Surface Removal Decontamination by Ultrasound",5
"02 52 00","Chemical Decontamination",3
"02 52 13","Chemical Precipitation Decontamination",4
"02 52 16","Ion Change Decontamination",4
"02 52 19","Neutralization Decontamination",4
"02 53 00","Thermal Decontamination",3
"02 53 13","Incineration Decontamination",4
"02 53 13.13","Remediation of Contaminated Soils and Sludges by Incineration",5
"02 53 16","Thermal Desorption Decontamination",4
"02 53 16.13","Remediation of Contaminated Soils by Thermal Desorption",5
"02 53 19","Vitrification Decontamination",4
"02 54 00","Biological Decontamination",3
"02 54 13","Aerobic Processes Decontamination",4
"02 54 16","Anaerobic Processes Decontamination",4
"02 54 19","Bioremediation Decontamination",4
"02 54 19.13","Bioremediation Using Landfarming",5
"02 54 19.16","Bioremediation of Soils Using Windrow Composting",5
"02 54 19.19","Bioremediation Using Bacteria Injection",5
"02 54 23","Soil Washing through Separation/Solubilization",4
"02 54 26","Organic Decontamination",4
"02 55 00","Remediation Soil Stabilization",3
"02 56 00","Site Containment",3
"02 56 13","Waste Containment",4
"02 56 13.13","Geomembrane Waste Containment",5
"02 56 19","Gas Containment",4
"02 56 19.13","Fluid-Applied Gas Barrier",5
"02 57 00","Sinkhole Remediation",3
"02 57 13","Sinkhole Remediation by Grouting",4
"02 57 13.13","Sinkhole Remediation by Compaction Grouting",5
"02 57 13.16","Sinkhole Remediation by Cap Grouting",5
"02 57 16","Sinkhole Remediation by Backfilling",4
"02 58 00","Snow Control",3
"02 58 13","Snow Fencing",4
"02 58 16","Snow Avalanche Control",4
"02 60 00","Contaminated Site Material Removal",2
"02 61 00","Removal and Disposal of Contaminated Soils",3
"02 61 13","Excavation and Handling of Contaminated Material",4
"02 61 23","Removal and Disposal of Polychlorinate Biphenyl Contaminated Soils",4
"02 61 26","Removal and Disposal of Asbestos Contaminated Soils",4
"02 61 29","Removal and Disposal of Organically Contaminated Soils",4
"02 62 00","Hazardous Waste Recovery Processes",3
"02 62 13","Air and Steam Stripping",4
"02 62 16","Soil Vapor Extraction",4
"02 62 19","Soil Washing and Flushing",4
"02 65 00","Underground Storage Tank Removal",3
"02 70 00","Water Remediation",2
"02 71 00","Groundwater Treatment",3
"02 72 00","Water Decontamination",3
"02 72 13","Chemical Water Decontamination",4
"02 72 16","Biological Water Decontamination",4
"02 72 19","Electrolysis Water Decontamination",4
"02 80 00","Facility Remediation",2
"02 81 00","Transportation and Disposal of Hazardous Materials",3
"02 82 00","Asbestos Remediation",3
"02 82 13","Asbestos Abatement",4
"02 82 13.13","Glovebag Asbestos Abatement",5
"02 82 13.16","Precautions for Asbestos Abatement",5
"02 82 13.19","Asbestos Floor Tile and Mastic Abatement",5
"02 82 13.33","Asbestos Abatement for Utilities",5
"02 82 16","Engineering Control of Asbestos Containing Materials",4
"02 82 33","Removal and Disposal of Asbestos Containing Materials",4
"02 83 00","Lead Remediation",3
"02 83 13","Lead Hazard Control Activities",4
"02 83 19","Lead-Based Paint Remediation",4
"02 83 19.13","Lead-Based Paint Abatement",5
"02 83 33","Removal and Disposal of Material Containing Lead",4
"02 83 33.13","Lead-Based Paint Removal and Disposal",5
"02 84 00","Polychlorinate Biphenyl Remediation",3
"02 84 16","Handling of Lighting Ballasts and Lamps Containing PCBs and Mercury",4
"02 84 33","Removal and Disposal of Polychlorinate Biphenyls",4
"02 86 00","Hazardous Waste Drum Handling",3
"02 87 00","Biohazard Remediation",3
"02 87 13","Mold Remediation",4
"02 87 13.13","Precautions for Mold Remediation",5
"02 87 13.16","Mold Remediation Preparation and Containment",5
"02 87 13.19","Mold Remediation Clearance Air Sampling",5
"02 87 13.33","Removal and Disposal of Materials with Mold",5
"02 87 16","Excrement Removal",4
"02 87 16.13","Bird Excrement Removal",5
"02 87 16.16","Rodent Excrement Removal",5
"03 00 00","Concrete",1
"03 01 00","Maintenance of Concrete",3
"03 01 10","Maintenance of Concrete Forming and Accessories",4
"03 01 20","Maintenance of Concrete Reinforcing",4
"03 01 23","Maintenance of Stressing Tendons",4
"03 01 30","Maintenance of Cast-in-Place Concrete",4
"03 01 30.51","Cleaning of Cast-in-Place Concrete",5
"03 01 30.61","Resurfacing of Cast-in-Place Concrete",5
"03 01 30.71","Rehabilitation of Cast-in-Place Concrete",5
"03 01 30.72","Strengthening of Cast-in-Place Concrete",5
"03 01 40","Maintenance of Precast Concrete",4
"03 01 40.51","Cleaning of Precast Concrete",5
"03 01 40.61","Resurfacing of Precast Concrete",5
"03 01 40.71","Rehabilitation of Precast Concrete",5
"03 01 40.72","Strengthening of Precast Concrete",5
"03 01 50","Maintenance of Cast Decks and Underlayment",4
"03 01 50.51","Cleaning Cast Decks and Underlayment",5
"03 01 50.61","Resurfacing of Cast Decks and Underlayment",5
"03 01 50.71","Rehabilitation of Cast Decks and Underlayment",5
"03 01 50.72","Strengthening of Cast Decks and Underlayment",5
"03 01 60","Maintenance of Grouting",4
"03 01 70","Maintenance of Mass Concrete",4
"03 01 80","Maintenance of Concrete Cutting and Boring",4
"03 03 00","Conservation Treatment for Period Concrete",3
"03 03 30","Conservation Treatment for Period Cast-in-Place Concrete",4
"03 03 31","Conservation Treatment for Period Structural Concrete",4
"03 03 33","Conservation Treatment for Period Architectural Concrete",4
"03 05 00","Common Work Results for Concrete",3
"03 05 05","Selective Demolition for Concrete",4
"03 06 00","Schedules for Concrete",3
"03 06 10","Schedules for Concrete Forming and Accessories",4
"03 06 20","Schedules for Concrete Reinforcing",4
"03 06 20.13","Concrete Beam Reinforcing Schedule",5
"03 06 20.16","Concrete Slab Reinforcing Schedule",5
"03 06 30","Schedules for Cast-in-Place Concrete",4
"03 06 30.13","Concrete Footing Schedule",5
"03 06 30.16","Concrete Column Schedule",5
"03 06 30.19","Concrete Slab Schedule",5
"03 06 30.23","Concrete Shaft Schedule",5
"03 06 30.26","Concrete Beam Schedule",5
"03 06 40","Schedules for Precast Concrete",4
"03 31 00","Structural Concrete",3
"03 31 13","Heavyweight Structural Concrete",4
"03 31 16","Lightweight Structural Concrete",4
"03 31 19","Shrinkage-Compensating Structural Concrete",4
"03 31 23","High-Performance Structural Concrete",4
"03 31 24","Ultra High-Performance Structural Concrete",4
"03 31 26","Self-Compacting Concrete",4
"03 33 00","Architectural Concrete",3
"03 33 13","Heavyweight Architectural Concrete",4
"03 33 16","Lightweight Architectural Concrete",4
"03 34 00","Low Density Concrete",3
"03 35 00","Concrete Finishing",3
"03 35 13","High-Tolerance Concrete Floor Finishing",4
"03 35 16","Heavy-Duty Concrete Floor Finishing",4
"03 35 19","Colored Concrete Finishing",4
"03 35 23","Exposed Aggregate Concrete Finishing",4
"03 35 26","Grooved Concrete Surface Finishing",4
"03 35 29","Tooled Concrete Finishing",4
"03 35 33","Stamped Concrete Finishing",4
"03 35 43","Polished Concrete Finishing",4
"03 35 43.13","Polished and Dyed Concrete Finishing",5
"03 35 43.16","Polished and Stained Concrete Finishing",5
"03 35 46","Concrete Topical Treatments",4
"03 37 00","Specialty Placed Concrete",3
"03 37 13","Shotcrete",4
"03 37 16","Pumped Concrete",4
"03 37 19","Pneumatically Placed Concrete",4
"03 37 23","Roller-Compacted Concrete",4
"03 37 26","Underwater Placed Concrete",4
"03 38 00","Post-Tensioned Concrete",3
"03 38 13","Post-Tensioned Concrete Preparation",4
"03 38 16","Unbonded Post-Tensioned Concrete",4
"03 38 19","Bonded Post-Tensioned Concrete",4
"03 39 00","Concrete Curing",3
"03 39 13","Water Concrete Curing",4
"03 39 16","Sand Concrete Curing",4
"03 39 23","Membrane Concrete Curing",4
"03 39 23.13","Chemical Compound Membrane Concrete Curing",5
"03 39 23.23","Sheet Membrane Concrete Curing",5
"03 40 00","Precast Concrete",2
"03 41 00","Precast Structural Concrete",3
"03 41 13","Precast Concrete Hollow Core Planks",4
"03 41 16","Precast Concrete Slabs",4
"03 41 23","Precast Concrete Stairs",4
"03 41 33","Precast Structural Pretensioned Concrete",4
"03 41 36","Precast Structural Post-Tensioned Concrete",4
"03 45 00","Precast Architectural Concrete",3
"03 45 13","Faced Architectural Precast Concrete",4
"03 45 33","Precast Architectural Pretensioned Concrete",4
"03 45 36","Precast Architectural Post-Tensioned Concrete",4
"03 47 00","Site-Cast Concrete",3
"03 47 13","Tilt-Up Concrete",4
"03 47 16","Lift-Slab Concrete",4
"03 48 00","Precast Concrete Specialties",3
"03 48 13","Precast Concrete Bollards",4
"03 48 13.11","Precast Concrete Security Bollards",5
"03 48 16","Precast Concrete Splash Blocks",4
"03 48 19","Precast Concrete Stair Treads",4
"03 48 26","Precast Concrete Parking Bumpers",4
"03 48 33","Precast Pre-Framed Concrete Panels",4
"03 48 43","Precast Concrete Trim",4
"03 49 00","Glass-Fiber-Reinforced Concrete",3
"03 49 13","Glass-Fiber-Reinforced Concrete Column Covers",4
"03 49 16","Glass-Fiber-Reinforced Concrete Spandrels",4
"03 49 43","Glass-Fiber-Reinforced Concrete Trim",4
"03 50 00","Cast Decks and Underlayment",2
"03 51 00","Cast Roof Decks",3
"03 51 13","Cementitious Wood Fiber Decks",4
"03 51 16","Gypsum Concrete Roof Decks",4
"03 52 00","Lightweight Concrete Roof Insulation",3
"03 52 13","Composite Concrete Roof Insulation",4
"03 52 16","Lightweight Insulating Concrete",4
"03 52 16.13","Lightweight Cellular Insulating Concrete",5
"03 52 16.16","Lightweight Aggregate Insulating Concrete",5
"03 53 00","Concrete Topping",3
"03 53 13","Emery-Aggregate Concrete Topping",4
"03 53 16","Iron-Aggregate Concrete Topping",4
"03 53 19","Concrete Overlayment",4
"03 54 00","Cast Underlayment",3
"03 54 13","Gypsum Cement Underlayment",4
"03 54 16","Hydraulic Cement Underlayment",4
"03 60 00","Grouting",2
"03 61 00","Cementitious Grouting",3
"03 61 13","Dry-Pack Grouting",4
"03 62 00","Non-Shrink Grouting",3
"03 62 13","Non-Metallic Non-Shrink Grouting",4
"03 62 16","Metallic Non-Shrink Grouting",4
"03 63 00","Epoxy Grouting",3
"03 64 00","Injection Grouting",3
"03 64 23","Epoxy Injection Grouting",4
"03 70 00","Mass Concrete",2
"03 71 00","Mass Concrete for Raft Foundations",3
"03 72 00","Mass Concrete for Dams",3
"03 80 00","Concrete Cutting and Boring",2
"03 81 00","Concrete Cutting",3
"03 81 13","Flat Concrete Sawing",4
"03 81 16","Track Mounted Concrete Wall Sawing",4
"03 81 19","Wire Concrete Wall Sawing",4
"03 81 23","Hand Concrete Wall Sawing",4
"03 81 26","Chain Concrete Wall Sawing",4
"03 82 00","Concrete Boring",3
"03 82 13","Concrete Core Drilling",4
"04 00 00","Masonry",1
"04 01 00","Maintenance of Masonry",3
"04 01 20","Maintenance of Unit Masonry",4
"04 01 20.41","Unit Masonry Stabilization",5
"04 01 20.51","Unit Masonry Maintenance",5
"04 01 20.52","Unit Masonry Cleaning",5
"04 01 20.91","Unit Masonry Restoration",5
"04 01 20.93","Testing and Sampling Brick Units for Restoration",5
"04 01 40","Maintenance of Stone Assemblies",4
"04 01 40.51","Stone Maintenance",5
"04 01 40.52","Stone Cleaning",5
"04 01 40.91","Stone Restoration",5
"04 01 50","Maintenance of Refractory Masonry",4
"04 01 60","Maintenance of Corrosion-Resistant Masonry",4
"04 01 70","Maintenance of Manufactured Masonry",4
"04 03 00","Conservation Treatment for Period Masonry",3
"04 03 01","Maintenance for Period Masonry",4
"04 03 01.13","Period Masonry Cleaning",5
"04 03 05","Common Work Results for Period Masonry",4
"04 03 05.13","Period Masonry Mortaring",5
"04 03 05.16","Period Masonry Grouting",5
"04 03 05.19","Period Masonry Anchorage and Reinforcing",5
"04 03 21","Conservation Treatment for Period Clay Unit Masonry",4
"04 03 21.19","Clay Brick Conservation Treatment",5
"04 03 21.21","Terra Cotta Conservation Treatment",5
"04 03 21.23","Fiance Block Conservation Treatment",5
"04 03 22","Conservation Treatment for Period Concrete Unit Masonry",4
"04 03 24","Conservation Treatment for Period Adobe Unit Masonry",4
"04 03 43","Conservation Treatment for Period Stone Masonry",4
"04 05 00","Common Work Results for Masonry",3
"04 05 05","Selective Demolition for Masonry",4
"04 05 13","Masonry Mortaring",4
"04 05 13.16","Chemical-Resistant Masonry Mortaring",5
"04 05 13.19","Epoxy Masonry Mortaring",5
"04 05 13.23","Surface Bonding Masonry Mortaring",5
"04 05 13.26","Engineered Masonry Mortaring",5
"04 05 13.29","Refractory Masonry Mortaring",5
"04 05 13.91","Masonry Restoration Mortaring",5
"04 05 16","Masonry Grouting",4
"04 05 16.16","Chemical-Resistant Masonry Grouting",5
"04 05 16.26","Engineered Masonry Grouting",5
"04 05 19","Masonry Anchorage and Reinforcing",4
"04 05 19.13","Continuous Joint Reinforcing",5
"04 05 19.16","Masonry Anchors",5
"04 05 19.26","Masonry Reinforcing Bars",5
"04 05 19.29","Stone Anchors",5
"04 05 21","Masonry Strengthening",4
"04 05 23","Masonry Accessories",4
"04 05 23.13","Masonry Control and Expansion Joints",5
"04 05 23.16","Masonry Embedded Flashing",5
"04 05 23.19","Masonry Cavity Drainage, Weepholes, and Vents",5
"04 06 00","Schedules for Masonry",3
"04 06 20","Schedules for Unit Masonry",4
"04 06 20.13","Masonry Unit Schedule",5
